关注房源人数,总价,平米价,精简装,面积,建造时间,室,厅,小区名称,所在大区域,所在小区域,建筑类型,建筑结构,梯户比例,梯,户,产权年限,户型结构,海景,地铁,公交,轻轨,购物,银行,饭店,学区,采光,休闲,经度,纬度
14,89.0,10470.6,简,85.0,2009.0,2.0,1.0,开建阳光馨苑$,开发区,安盛$,塔楼$,钢混,0.3333333333333333,2.0,6.0,50.0,平层,0,1,1,1,0,0,0,0,1,0,121.78505338429109,39.064827378862056
1,94.0,11989.8,简,78.4,2002.0,2.0,2.0,泡崖四区$,甘井子,泡崖四区$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.551523014575,38.97730224450665
20,315.0,23132.8,精,136.17,2003.0,3.0,2.0,弘基二期$,高新园区,学府$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,1,0,1,1,1,0,0
87,205.0,23609.4,精,86.83,2015.0,2.0,1.0,东方圣克拉三期$,高新园区,庙岭$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,1,0,0,1,1,121.53339332204376,38.90317970824006
3,51.8,11287.9,简,45.89,1999.0,1.0,1.0,泡崖五区$,甘井子,泡崖市场$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,1,1,1,121.66627367521671,39.53627955117536
31,51.0,9406.1,简,54.22,2010.0,1.0,1.0,福佳新城一期$,甘井子,前关$,板楼$,钢混,0.14285714285714285,1.0,7.0,70.0,平层,0,0,1,0,1,1,0,0,1,1,121.67154942347682,39.03932676413847
34,105.0,12905.6,精,81.36,2009.0,2.0,1.0,乐活源$,甘井子,华东$,板楼$,钢混,0.2857142857142857,2.0,7.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.61185604228747,38.98410810953346
113,115.0,13585.4,简,84.65,2003.0,2.0,1.0,祥和新家园$,甘井子,第五郡$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,0,1,121.55115182845013,38.96299627040054
27,77.8,15121.5,精,51.45,2012.0,1.0,0.0,MINI印象$,高新园区,高新园区$,塔楼$,钢混,0.125,6.0,48.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.62163148459285,38.9189536667856
20,122.0,15219.6,精,80.16,2009.0,2.0,1.0,西山逸林$,甘井子,万科假日$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,102.67155712350362,25.043198760946844
59,66.0,14042.6,精,47.0,1992.0,2.0,1.0,侯二小区$,沙河口,侯家沟$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.59007102695813,38.933812737033655
10,115.0,18167.5,精,63.3,2012.0,2.0,1.0,远洋广场$,甘井子,华南$,板楼$,钢混,0.2857142857142857,2.0,7.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.61614032267146,38.92300347845314
9,78.0,12384.9,简,62.98,2010.0,2.0,1.0,新阳巷（大菜市商圈）$,西岗,大菜市$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,0,0,0,1,0,121.63748495989405,38.93327328298943
3,62.0,8922.1,精,69.49,2003.0,2.0,1.0,高城北花园$,开发区,高城山$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,0,0,1,0,1,1,0,1,1,0,121.82638172049882,39.07773020065979
13,68.5,9197.1,精,74.48,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,1,1,1,0,0,1,0,121.85916984376554,39.06967041099975
34,145.0,15287.3,精,94.85,2003.0,2.0,1.0,亿鑫大厦$,沙河口,丽景$,塔楼$,钢混,0.25,2.0,8.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.60315719488155,38.92541930975127
21,75.0,16581.9,精,45.23,2006.0,1.0,1.0,兴达福山居$,甘井子,西山水库$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.53884662398114,38.93557699856332
8,67.5,8676.1,毛,77.8,2011.0,2.0,1.0,岭湾峰尚一期$,开发区,杏花里$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,1,0,1,0,0,0,1,1,121.80249901088834,39.07696409586286
29,165.0,50152.0,简,32.9,1992.0,1.0,1.0,九中武汉街$,中山,中山友好$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.64753224381964,38.916689838983125
11,162.0,17040.1,精,95.07,2008.0,2.0,2.0,加州洋房$,甘井子,华南$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,1,1,121.58277557350466,38.99849177442112
18,66.0,12523.7,精,52.7,2000.0,2.0,1.0,马栏小学南$,沙河口,马栏$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,0,0,0,0,0,121.56320121617092,38.93162774504978
11,127.0,14288.9,精,88.88,2015.0,2.0,1.0,金地艺境$,甘井子,前关$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,1,121.66429296007571,39.04542178194187
23,55.0,8835.3,精,62.25,2007.0,2.0,1.0,绿洲半岛北岸$,开发区,海富$,塔楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,0,0,1,0,1,0,0,0,1,1,121.80916704285836,39.027172071236684
10,109.5,14407.9,精,76.0,2012.0,2.0,1.0,万科魅力之城$,甘井子,魅力之城$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,1,0,1,0,0,1,1,1,121.52256275973045,38.996118699254794
30,110.0,14727.5,简,74.69,1990.0,3.0,1.0,集贤街$,沙河口,太原街$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,0,0,121.6008334833409,38.908665415267755
15,47.8,9053.0,精,52.8,2007.0,1.0,1.0,绿洲半岛北岸$,开发区,海富$,板楼$,钢混,0.25,1.0,4.0,50.0,平层,0,0,1,0,1,1,0,0,1,1,121.80916704285836,39.027172071236684
44,148.0,16715.6,精,88.54,2013.0,2.0,2.0,枫丹丽城$,甘井子,泉水美域盛景$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,1,1,0,0,0,0,1,121.62052248511873,39.01016428270067
45,211.0,24523.5,简,86.04,1995.0,3.0,1.0,79中永平$,沙河口,中山公园$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,1,1,99.54749489993098,25.470206483299727
9,58.0,7536.4,毛,76.96,2016.0,2.0,1.0,金海国际花园$,金州,金华$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,1,1,0,1,121.6981521994766,39.12932919848401
5,55.0,13272.2,简,41.44,1989.0,2.0,1.0,苍山路$,甘井子,山东路$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.59243836650248,38.98406003372214
30,52.6,12243.9,简,42.96,1986.0,2.0,0.0,秀山路$,甘井子,山东路$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,1,0,1,0,0,0,0,0,121.59204483862128,38.979696882641115
10,135.0,13172.0,精,102.49,2012.0,2.0,1.0,大连海湾城一期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,1,1,121.75396598960911,39.04239207976784
9,50.8,8353.9,精,60.81,1998.0,2.0,1.0,岗盛里小区$,开发区,东山$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.80501357102783,39.04299222448448
213,254.0,28084.9,精,90.44,2008.0,2.0,2.0,远洋风景$,西岗,北京公园$,板楼$,钢混,1.0,2.0,2.0,70.0,暂无数据,0,1,1,0,0,0,0,0,1,1,121.6157506826565,38.92252487139321
13,42.5,8930.4,精,47.59,2003.0,1.0,1.0,湾里南小区$,开发区,金湾新城$,板塔结合$,钢混,0.25,1.0,4.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.85916984376554,39.06967041099975
6,103.0,15817.0,简,65.12,1996.0,2.0,1.0,红梅小区$,开发区,红梅翠竹$,板楼$,砖混,0.5,1.0,2.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.77320544786907,39.049483252067624
9,70.5,14693.6,精,47.98,1997.0,2.0,1.0,红旗西路$,甘井子,西山水库$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.49158043984396,38.947313002432956
18,119.8,11761.2,精,101.86,2007.0,3.0,1.0,泡崖康顺园$,甘井子,泡崖八区$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.55200813638092,38.98966538275035
3,63.0,7054.9,简,89.3,1998.0,2.0,2.0,高安里$,开发区,高城山$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,0,0,1,0,0,0,0,0,1,0,121.82617377175632,39.07659248202052
13,108.0,14171.4,简,76.21,2005.0,2.0,1.0,锦泉源D2区$,甘井子,泉水锦泉源$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,1,1,1,0,0,0,1,121.61768702509855,39.01348308242818
20,115.0,21867.3,简,52.59,2008.0,1.0,1.0,西山园中园$,沙河口,南沙$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,1,0,1,1,1,121.5670909553851,38.91028208396637
32,76.0,14960.6,精,50.8,2012.0,1.0,0.0,MINI印象$,高新园区,高新园区$,塔楼$,钢混,0.14634146341463414,6.0,41.0,70.0,平层,0,1,1,0,1,0,1,0,0,1,121.53094001196717,38.86464631837938
20,89.9,12085.0,简,74.39,1988.0,3.0,0.0,干休所$,中山,中南$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,0,0
21,87.0,10875.0,精,80.0,2012.0,2.0,2.0,远洋时代城一期$,开发区,高城山$,板楼$,钢混,0.3333333333333333,1.0,3.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.8309805057266,39.1010604143205
13,59.8,13031.2,精,45.89,1992.0,2.0,1.0,侯二小区$,沙河口,侯家沟$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.59007102695813,38.933812737033655
1,72.0,11797.5,简,61.03,1990.0,2.0,1.0,中南路$,中山,中南$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.67700561077149,38.91149759691359
8,52.0,14874.1,简,34.96,1992.0,1.0,1.0,中南路$,中山,中南$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.67700561077149,38.91149759691359
42,156.0,14293.6,精,109.14,2009.0,3.0,2.0,泉水家年华$,甘井子,泉水美域盛景$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,1,1,1,0,0,0,1,121.62977789297456,39.01625356593743
41,189.0,21148.0,毛,89.37,2009.0,2.0,2.0,龙畔锦城$,西岗,北京公园$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,0,0,0,0,1,121.61498923399098,38.92763470697088
6,148.0,15974.1,精,92.65,2004.0,2.0,2.0,千山心城$,甘井子,山东路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,0,0,0,1,0,121.57869821060844,38.98266707097553
2,74.0,8971.9,精,82.48,1999.0,2.0,2.0,高吉里$,开发区,高城山$,板楼$,钢混,0.5,1.0,2.0,0.0,平层,0,0,1,0,1,0,0,0,0,0,121.82723489154677,39.07334659411714
11,102.5,12349.4,精,83.0,2015.0,3.0,1.0,新希望乐城$,金州,城润$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,1,1,1,0,0,0,0,1,121.74704068653426,39.06145168324684
12,69.0,13218.4,精,52.2,2016.0,1.0,2.0,中海凤凰熙岸$,甘井子,甘井子其它$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,0,0,121.44267622166021,38.99882699481407
17,104.0,15289.6,简,68.02,2007.0,2.0,1.0,隽佳欣苑$,甘井子,机场$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,0,0,0,0,0,121.5644860580503,38.964645376017806
11,29.5,6395.0,简,46.13,2005.0,1.0,1.0,东城天下$,开发区,东城$,板楼$,钢混,0.25,3.0,12.0,50.0,平层,0,0,1,0,1,1,0,0,1,0,121.84724109218661,39.07191843110481
8,89.0,9814.7,精,90.68,2010.0,2.0,2.0,中瀛臻堡$,旅顺口,龙王塘$,塔楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,1,0,1,0,0,0
33,98.0,12913.4,简,75.89,2004.0,2.0,1.0,叠翠骏景$,甘井子,叠翠$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,1,0,0,0,0,121.5460714391808,38.92135485251595
17,90.0,12139.2,简,74.14,2003.0,2.0,1.0,彩虹园$,甘井子,前程街$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,0,1,0,121.55395963593182,38.93496331359739
7,420.0,26087.0,精,161.0,2015.0,4.0,2.0,星光耀广场$,中山,华乐$,板楼$,钢混,1.5,3.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,1,1,121.67583496957326,38.93077107067229
24,68.0,9284.5,精,73.24,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,框架,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,1,1,1,0,0,1,0,121.85916984376554,39.06967041099975
9,88.0,10232.6,精,86.0,2015.0,2.0,2.0,金海明珠$,金州,金华$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.70497512446909,39.11445383459462
6,85.0,12805.1,精,66.38,1991.0,2.0,1.0,山庄南一街$,西岗,莲花白云$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.62163148459285,38.9189536667856
43,319.0,24690.4,精,129.2,2005.0,3.0,2.0,枫合万嘉$,中山,中南$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,0,1,0,1,0,121.68219757407668,38.892550613886065
2,79.0,10102.3,精,78.2,2016.0,2.0,2.0,海尚明珠$,旅顺口,龙王塘$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,0,1,121.40599747973822,38.831224317786194
14,109.0,12044.2,精,90.5,2012.0,2.0,1.0,大连海湾城一期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,0,0,1,1,1,0,0,1,121.75396598960911,39.04239207976784
16,124.0,10963.7,精,113.1,2017.0,3.0,2.0,鲁能优山美地$,金州,金石滩$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,1,1,1,1,0,1,0,0,0
21,128.0,18158.6,精,70.49,2017.0,2.0,1.0,华润考拉住区$,甘井子,名贵$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,0,0,121.57739496873731,38.99213107663791
4,56.0,9234.8,简,60.64,2011.0,2.0,1.0,名城和顺人家$,开发区,杏花里$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,暂无数据,0,0,0,0,0,0,0,0,0,0,121.79323458763842,39.0793480740506
5,26.5,6646.6,精,39.87,2010.0,1.0,0.0,环宇品阁$,开发区,倚山里$,塔楼$,钢混,0.1,2.0,20.0,40.0,复式,0,1,0,0,0,0,0,0,0,0,121.8053119818301,39.0681425553406
5,59.8,12020.1,精,49.75,1992.0,2.0,0.0,北海街（胜利桥北商圈）$,西岗,胜利桥北$,板楼$,砖混,6.666666666666668,20.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.64373846878648,38.93237158183982
11,176.0,18951.2,精,92.87,2006.0,2.0,2.0,锦城东园$,沙河口,锦华$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.55574993994878,38.95377928323028
12,130.0,15755.7,简,82.51,2003.0,2.0,1.0,盛世闲庭$,甘井子,山东路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,1,0,121.5793230916839,38.9794939884365
32,206.0,40727.6,精,50.58,2010.0,1.0,1.0,幸福e家五期$,沙河口,幸福e家$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,0,1,1,0,0,0,1,121.58647177549163,38.909064839584246
5,78.0,8972.7,简,86.93,2007.0,2.0,1.0,绿洲半岛北岸$,开发区,海富$,板楼$,钢混,0.3333333333333333,2.0,6.0,50.0,平层,0,0,1,0,1,1,0,0,1,0,121.81077608768783,39.03523909439011
14,72.0,16795.0,精,42.87,2004.0,2.0,1.0,东特新天地$,甘井子,周水子$,板楼$,钢混,0.1,2.0,20.0,70.0,复式,0,0,0,0,0,0,0,0,0,0,121.56984344341686,38.952802573071764
3,67.0,11896.3,简,56.32,1993.0,2.0,1.0,泡崖一区$,甘井子,泡崖市场$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.56775147942658,38.97882778218294
23,95.0,16167.5,精,58.76,2017.0,1.0,1.0,远洋荣域A2区$,甘井子,华南$,板楼$,钢混,0.375,3.0,8.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.62409823152325,38.95811978881024
15,98.0,15467.2,精,63.36,2007.0,2.0,1.0,锦泉源D3区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,1,121.61768702509855,39.01348308242818
24,63.0,11931.8,精,52.8,2000.0,2.0,1.0,刘家桥$,沙河口,春柳$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,1,0,121.5771788364316,38.9514294603593
24,203.0,22598.2,精,89.83,2007.0,2.0,1.0,壹品星海三期$,沙河口,星海广场$,塔楼$,钢混,0.5,3.0,6.0,70.0,平层,1,1,0,0,1,1,0,1,1,0,121.5849286034052,38.88638015449039
6,198.0,10722.4,精,184.66,2002.0,3.0,1.0,环海公寓$,中山,寺儿沟$,板楼$,钢混,0.2222222222222222,2.0,9.0,70.0,跃层,0,0,0,0,0,0,0,0,0,0,121.67643575629835,38.925376848344754
11,67.0,10634.9,精,63.0,2010.0,2.0,1.0,左岸经典$,开发区,红梅翠竹$,塔楼$,钢混,0.15,6.0,40.0,50.0,平层,0,0,1,1,1,1,0,0,0,0,121.7613088888647,39.04871468544913
11,54.0,14173.2,简,38.1,1990.0,1.0,1.0,兰玉街$,沙河口,马栏$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,1,1,121.56707999875279,38.9263899329148
78,96.0,14080.4,简,68.18,2005.0,2.0,1.0,山海一家一期$,高新园区,华录$,塔楼$,钢混,0.25,2.0,8.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,0,0
17,48.8,14459.3,精,33.75,1988.0,1.0,1.0,李家街$,沙河口,春柳$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.57724090934234,38.94463675781137
121,78.0,13242.8,精,58.9,1995.0,2.0,1.0,好利高层$,沙河口,西安路$,板楼$,钢混,0.25,2.0,8.0,70.0,平层,0,1,1,0,1,1,0,0,0,0,121.58951499650847,38.917292073389596
20,60.8,8026.4,简,75.75,2009.0,2.0,1.0,悦泰山里$,金州,古城汇金$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,0,1,0,121.72524270775808,39.13082439730612
60,328.0,21220.2,精,154.57,2004.0,3.0,2.0,亿达国际新城$,高新园区,软件园$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,1,1,1,121.557134088604,38.89246409014974
9,122.0,13262.3,简,91.99,2008.0,2.0,2.0,美域盛景$,甘井子,泉水美域盛景$,板楼$,钢混,0.4,2.0,5.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.61022278003976,39.006221362805846
18,135.0,14612.0,毛,92.39,2014.0,2.0,1.0,华润海中国四期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,0,0,1,0,1,0,1,0,121.75727920982158,39.04282909035126
26,59.0,8042.5,精,73.36,1999.0,2.0,1.0,金纺小区$,金州,金纺$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,1,0,0,0
16,113.0,16108.3,精,70.15,2014.0,2.0,1.0,欧尚广场$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.63819029141438,39.01590062557051
39,86.0,14956.5,精,57.5,2011.0,1.0,1.0,润德广场$,西岗,北京公园$,塔楼$,钢混,0.17142857142857146,6.0,35.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.62313670237317,38.92225115261126
16,128.0,23426.1,简,54.64,2000.0,2.0,1.0,双语学校$,高新园区,软件园$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,0,0,0,1,1,1,0,0,0,0,0
10,312.0,23565.0,毛,132.4,2018.0,3.0,2.0,三鼎春天$,甘井子,第五郡$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,0,1,1,121.52773970157088,38.95157664728067
38,121.0,24219.4,精,49.96,1990.0,2.0,1.0,实验小学同庆街$,西岗,英华街$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.63276764235592,38.92099892000092
8,76.8,12565.4,精,61.12,2004.0,2.0,1.0,泡崖六区$,甘井子,泡崖市场$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.55719872527865,38.98063250564025
15,102.0,16666.7,简,61.2,1995.0,2.0,1.0,华北路（周水子商圈）$,甘井子,周水子$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,1,121.58579907312235,39.007032322258375
41,220.0,14129.7,简,155.7,2000.0,3.0,2.0,富鸿国际大厦$,沙河口,西安路$,塔楼$,钢混,0.25,2.0,8.0,70.0,平层,0,1,1,0,1,1,1,0,0,1,121.59888953045458,38.91982763730847
7,178.0,13184.2,精,135.01,2012.0,3.0,2.0,红星海四期城市别馆二号$,开发区,红星海$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,0,1,0,0,0,0,0,1,121.80653069854259,39.028138763018376
9,131.8,20317.6,毛,64.87,2013.0,2.0,1.0,温莎小镇$,甘井子,鹏辉$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,1,1,121.60502837334359,38.96904586229202
47,173.0,14065.0,精,123.0,2001.0,3.0,2.0,松峪里二期$,开发区,松峪$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,0,0,1,0,0,0,0,0,0,1,121.78256452377396,39.04522238098645
13,115.0,12627.6,简,91.07,2011.0,2.0,2.0,泊林映山$,甘井子,叠翠$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,1,0,0,1,1,121.62163148459285,38.9189536667856
14,135.0,14560.0,精,92.72,2014.0,3.0,1.0,万科溪之谷$,甘井子,溪之谷$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,1,1,121.48045379064472,38.91483322778244
8,198.0,15541.6,精,127.4,2007.0,4.0,1.0,动力院景三期汇善园$,甘井子,华南$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.58710097561998,39.00096494789614
15,118.0,15426.9,精,76.49,2008.0,2.0,2.0,水映西山$,甘井子,万科假日$,塔楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,1,1,102.67155712350362,25.043198760946844
27,68.0,9077.6,简,74.91,2005.0,2.0,2.0,东城天下$,开发区,东城$,板楼$,钢混,0.5,1.0,2.0,50.0,跃层,0,0,1,0,1,1,0,0,0,0,121.84724109218661,39.07191843110481
3,73.0,8229.1,精,88.71,2016.0,2.0,1.0,金海国际花园$,金州,金华$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,0,0,0,0,1,0,121.6981521994766,39.12932919848401
7,52.0,9872.8,简,52.67,2015.0,1.0,1.0,青国青城$,开发区,金湾新城$,板楼$,钢混,2.6666666666666665,8.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,1,0,121.86680556097329,39.07565218259585
2,65.5,18270.6,精,35.85,2004.0,2.0,1.0,东特新天地$,甘井子,周水子$,板楼$,钢混,0.08333333333333333,2.0,24.0,70.0,复式,0,0,1,0,0,1,0,0,1,1,121.56986698890258,38.952413759994435
7,123.0,14929.0,精,82.39,2008.0,2.0,1.0,美域盛景$,甘井子,泉水美域盛景$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.61022278003976,39.006221362805846
11,80.0,8808.6,简,90.82,2001.0,2.0,2.0,金源南里$,开发区,金源$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.82142625408525,39.060734212923876
68,150.0,9629.0,毛,155.78,2010.0,3.0,2.0,热岛黄金海岸$,开发区,华润海中国$,板楼$,钢混,1.0,2.0,2.0,0.0,平层,0,0,1,0,1,0,1,0,0,1,121.76889117845394,39.04002069842227
3,71.0,8765.4,精,81.0,1993.0,2.0,2.0,八一路小区$,金州,古城汇金$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.72909457441196,39.121557285387695
14,95.0,13991.2,精,67.9,2005.0,2.0,1.0,锦泉源D2区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,1,0,0,0,0,1,0,121.61768702509855,39.01348308242818
14,103.8,11814.2,精,87.86,2000.0,2.0,2.0,泡崖七区$,甘井子,泡崖市场$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,0,0,0,0,0,0,121.56608835660542,38.9835870809834
9,105.0,15913.9,精,65.98,1990.0,2.0,1.0,星海公园$,沙河口,孙家沟$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,1,0,0,0,0,1,1,121.5741110395726,38.88415578390394
14,130.0,14052.5,精,92.51,2010.0,2.0,2.0,红星海一期城市别馆$,开发区,红星海$,板楼$,钢混,0.3333333333333333,1.0,3.0,50.0,平层,0,0,0,0,0,0,0,0,1,0,121.80653069854259,39.028138763018376
10,73.0,13272.7,精,55.0,2007.0,2.0,1.0,生辉第一城$,金州,城润$,板楼$,钢混,0.2857142857142857,2.0,7.0,70.0,跃层,0,1,1,0,1,0,0,0,0,0,121.74764023359774,39.058098214323216
30,49.85,9058.7,精,55.03,2012.0,1.0,1.0,远洋时代城三期$,开发区,高城山$,板楼$,钢混,0.5,2.0,4.0,0.0,平层,0,0,0,0,1,0,1,0,1,0,121.83061723097836,39.09144710545936
3,75.9,11952.8,精,63.5,2002.0,2.0,1.0,泡崖四区$,甘井子,泡崖四区$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.551523014575,38.97730224450665
