关注房源人数,总价,平米价,精简装,面积,建造时间,室,厅,小区名称,所在大区域,所在小区域,建筑类型,建筑结构,梯户比例,梯,户,产权年限,户型结构,海景,地铁,公交,轻轨,购物,银行,饭店,学区,采光,休闲
10,75.8,14521.1,精,52.2,2016.0,1.0,1.0,中海凤凰熙岸$,甘井子,甘井子其它$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
10,120.0,16386.7,简,73.23,2007.0,2.0,2.0,隽佳欣苑$,甘井子,机场$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
6,73.0,10702.2,简,68.21,1990.0,3.0,1.0,兰田街$,沙河口,马栏$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
9,158.0,28371.3,毛,55.69,2018.0,1.0,1.0,三鼎春天$,甘井子,第五郡$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,跃层,0,0,0,0,1,1,0,0,0,1
18,104.0,19051.1,精,54.59,2006.0,1.0,1.0,鹏辉新纪元$,甘井子,锦华$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,0,0,0,0,1,0
13,192.0,17448.2,精,110.04,2011.0,2.0,2.0,亿达春田银杏园$,甘井子,生态新城$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,1,0,0,0,0,0,1,1
7,30.5,6656.5,精,45.82,2005.0,1.0,1.0,东城天下$,开发区,东城$,板楼$,钢混,0.25,3.0,12.0,50.0,平层,0,0,1,0,1,1,0,0,0,0
30,66.5,12980.7,简,51.23,2004.0,1.0,1.0,景富铭苑$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,1,1,0,0,0,0,1
62,88.0,14647.1,精,60.08,1990.0,2.0,1.0,西沟小区$,沙河口,孙家沟$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,0,1,0,0,0
14,73.0,14605.8,精,49.98,1990.0,2.0,1.0,西沟小区$,沙河口,孙家沟$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
0,55.0,8026.9,简,68.52,2000.0,2.0,1.0,盛滨花园B区$,金州,站前$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
13,32.5,6588.3,简,49.33,1992.0,2.0,1.0,桃园小区$,金州,桃园$,板楼$,钢混,0.3333333333333333,1.0,3.0,0.0,平层,0,1,1,1,1,1,0,0,1,0
2,56.5,7739.7,精,73.0,2009.0,2.0,2.0,香海连天$,旅顺口,旅顺口$,塔楼$,框架,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,1,1,1,0,0,1,1
24,78.8,15511.8,精,50.8,2012.0,1.0,0.0,MINI印象$,高新园区,高新园区$,塔楼$,钢混,0.14634146341463414,6.0,41.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
3,91.0,16166.3,简,56.29,1993.0,2.0,1.0,北昌平小区$,沙河口,西安路$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
24,249.0,26852.2,精,92.73,2017.0,2.0,2.0,学苑广场九号$,高新园区,学府$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,1,1,0,0,1,1,1,1,1
14,63.0,13654.1,精,46.14,,1.0,1.0,君悦晟景$,甘井子,叠翠$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,平层,0,1,0,0,1,1,0,0,1,1
21,108.0,18930.8,精,57.05,2014.0,1.0,1.0,学仕名府$,高新园区,凌水$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,1,0,0,0,0,1
4,33.0,6790.1,毛,48.6,1993.0,2.0,1.0,南棉小区$,金州,站前$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,1,0
46,126.0,16719.7,简,75.36,2003.0,2.0,2.0,盛世闲庭$,甘井子,山东路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
9,82.8,14978.3,精,55.28,1994.0,2.0,1.0,五一广场长江路北$,沙河口,丽景$,板楼$,砖混,0.2,1.0,5.0,70.0,平层,0,1,1,0,1,1,0,0,1,1
5,48.0,12973.0,精,37.0,2014.0,1.0,1.0,万科樱花园三期$,旅顺口,龙王塘$,板楼$,钢混,0.1,2.0,20.0,70.0,平层,0,1,0,1,0,0,0,0,1,1
21,168.0,17344.6,精,96.86,2006.0,2.0,2.0,阳光月秀$,沙河口,阳光月秀$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,1,0,1,1
66,75.0,11803.6,精,63.54,1998.0,1.0,1.0,铁路小区$,沙河口,南沙$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,0,0,1,1
19,84.0,9320.9,精,90.12,2009.0,2.0,1.0,悦泰山里$,金州,古城汇金$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,0,0
15,43.0,8431.4,精,51.0,2002.0,1.0,1.0,振富公寓（胜利桥北商圈）$,西岗,胜利桥北$,板楼$,钢混,0.16666666666666666,3.0,18.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
18,200.0,37397.2,简,53.48,1995.0,2.0,1.0,九中洛川街$,中山,中山友好$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
45,55.8,13292.0,简,41.98,1995.0,1.0,1.0,马栏小学南$,沙河口,马栏$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,0,0,0,1,1
13,71.8,14368.6,精,49.97,1999.0,2.0,1.0,马栏小学北$,沙河口,马栏$,板楼$,混合,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
18,75.2,15559.7,简,48.33,1990.0,2.0,1.0,尖山街$,沙河口,黑石礁$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
30,105.0,27962.7,精,37.55,2004.0,2.0,1.0,金宸国际$,西岗,英华街$,板楼$,钢混,0.16,4.0,25.0,70.0,复式,0,1,1,0,0,1,0,0,0,1
5,107.0,14428.3,精,74.16,2003.0,2.0,1.0,泡崖美林园$,甘井子,美林园$,板楼$,钢,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
15,128.0,14065.9,精,91.0,2008.0,2.0,2.0,今都小区$,甘井子,华东$,板塔结合$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,1,0
9,370.0,27158.0,精,136.24,2010.0,3.0,2.0,东方圣克拉一期$,高新园区,庙岭$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
11,96.0,9512.5,毛,100.92,1996.0,2.0,2.0,翠竹小区$,开发区,红梅翠竹$,板楼$,砖混,0.5,1.0,2.0,0.0,平层,0,0,0,0,0,0,0,0,1,1
20,125.0,28376.8,简,44.05,2003.0,1.0,0.0,花香维也纳$,中山,三八南$,塔楼$,框架,0.125,2.0,16.0,70.0,平层,0,1,1,0,1,1,0,0,0,0
33,90.0,15236.2,简,59.07,2000.0,2.0,1.0,理工园$,高新园区,庙岭$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,1,0,1
27,169.8,20981.1,毛,80.93,2016.0,2.0,1.0,华润置地广场三期$,甘井子,华南$,板楼$,钢混,0.5,3.0,6.0,70.0,平层,0,1,1,0,0,1,0,0,0,0
38,62.9,9676.9,简,65.0,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,1,1,1,0,0,0,0
8,56.0,8750.0,精,64.0,2000.0,2.0,1.0,岗松里小区$,开发区,东山$,板楼$,砖混,0.3333333333333333,1.0,3.0,0.0,平层,0,0,1,1,1,1,0,0,0,1
26,114.8,12278.1,精,93.5,2002.0,3.0,2.0,锦泉源B5区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,1,1,1,0,0,0,0
9,252.0,19442.9,精,129.61,2006.0,3.0,2.0,阳光月秀$,沙河口,阳光月秀$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
13,47.0,12169.9,简,38.62,1989.0,1.0,1.0,长春路（石道街商圈）$,西岗,石道街$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,0,1
16,150.0,15066.3,精,99.56,2014.0,2.0,1.0,华润海中国四期$,开发区,华润海中国$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,0,0,1,0,0,1,1,1,0,1
14,99.5,11468.4,精,86.76,2000.0,3.0,2.0,绿波小区$,沙河口,绿波$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,0,0,1
7,70.0,12411.3,简,56.4,1997.0,2.0,1.0,泡崖二区$,甘井子,泡崖市场$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,1,1
42,76.5,18635.8,简,41.05,2012.0,1.0,1.0,润泽园$,甘井子,泉水美域盛景$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,1,0,1,0,0,1,1
4,74.0,9460.5,简,78.22,2004.0,2.0,2.0,恒达花园$,金州,金华$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,暂无数据,0,0,0,0,0,0,0,0,0,0
2,79.8,7823.5,精,102.0,2012.0,3.0,2.0,金海国际花园$,金州,金华$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
10,148.0,20664.6,精,71.62,2006.0,2.0,1.0,福典人家$,甘井子,锦华$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
2,25.0,6580.7,简,37.99,1999.0,1.0,1.0,金元小区$,金州,金润$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
7,80.0,14101.9,精,56.73,1990.0,2.0,1.0,孙家沟$,沙河口,孙家沟$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,1,0,1,0,1
8,66.8,12345.2,简,54.11,1989.0,2.0,1.0,苍山路$,甘井子,山东路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,1
3,138.0,13502.9,毛,102.2,1996.0,3.0,1.0,河沿巷$,西岗,八一路$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,1
19,235.0,26986.7,简,87.08,1990.0,3.0,1.0,34中三元街$,西岗,唐山街$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
24,73.0,9526.3,精,76.63,2011.0,2.0,2.0,名城和顺人家$,开发区,杏花里$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
12,269.0,24815.5,精,108.4,2007.0,2.0,1.0,壹品星海三期$,沙河口,星海广场$,塔楼$,钢混,0.5,3.0,6.0,70.0,平层,0,1,1,0,0,1,0,0,1,1
26,180.0,19086.0,精,94.31,2006.0,2.0,2.0,鼎新鼎润府$,甘井子,锦绣$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,1
8,81.0,8610.6,精,94.07,1998.0,2.0,1.0,绿波B区$,沙河口,春柳$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
2,81.0,12427.1,精,65.18,2000.0,2.0,2.0,叠翠山庄$,甘井子,叠翠$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,1
7,79.0,16004.9,精,49.36,2007.0,1.0,0.0,百年汇$,沙河口,星海广场$,板楼$,钢混,0.1,2.0,20.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
33,72.0,13003.4,简,55.37,2004.0,2.0,1.0,迎客石广场（锦绣商圈）$,甘井子,锦绣$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
11,92.0,14245.9,精,64.58,2007.0,2.0,1.0,锦泉源D3区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,0,0,1,0
3,67.0,13392.0,简,50.03,1989.0,2.0,1.0,千山路$,甘井子,山东路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
8,120.0,14010.5,精,85.65,2013.0,2.0,2.0,岭秀滨城悦和中园$,甘井子,生态新城$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
33,162.0,26781.3,精,60.49,1998.0,2.0,1.0,39中安阳街$,中山,三八南$,塔楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,1,1
12,205.0,20918.4,精,98.0,2008.0,2.0,2.0,壹品漫谷$,高新园区,凌水$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,1,1,1,1
15,425.0,19883.0,精,213.75,2012.0,6.0,2.0,卡纳意乡$,中山,景山$,板楼$,框架,1.0,1.0,1.0,70.0,跃层,0,0,1,0,0,0,0,0,1,0
25,189.0,19894.7,简,95.0,1997.0,2.0,2.0,新华公寓$,西岗,太原街$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,0,0
5,158.0,23028.7,毛,68.61,2012.0,2.0,1.0,大华锦绣华城三期$,高新园区,庙岭$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,1,1,0,0,0,1
15,140.0,25925.9,简,54.0,1990.0,2.0,1.0,实验小学同庆街$,西岗,英华街$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
4,45.0,8540.5,精,52.69,2011.0,1.0,1.0,岭湾峰尚一期$,开发区,杏花里$,板楼$,钢,0.5,2.0,4.0,50.0,平层,0,0,1,0,1,0,0,0,0,1
3,82.0,14713.8,简,55.73,1990.0,2.0,1.0,椒房$,甘井子,金三角$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
70,82.0,21354.2,简,38.4,2005.0,2.0,2.0,新华同仁轩$,沙河口,阳光月秀$,板楼$,钢混,0.07407407407407407,2.0,27.0,70.0,跃层,0,0,1,0,1,1,0,0,1,1
10,125.0,23987.7,精,52.11,1990.0,2.0,1.0,金二街$,甘井子,金三角$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,1,1,0,0,0,0,1
12,69.0,11683.0,简,59.06,1995.0,2.0,1.0,杨柳街$,甘井子,甘井子$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
8,91.6,10110.4,精,90.6,2011.0,2.0,1.0,岭湾峰尚一期$,开发区,杏花里$,板楼$,钢混,0.3333333333333333,1.0,3.0,50.0,平层,0,0,1,0,1,0,0,0,0,1
11,54.0,9420.8,精,57.32,2011.0,2.0,1.0,名城和顺人家$,开发区,杏花里$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
27,210.0,17565.9,精,119.55,2005.0,3.0,1.0,和平现代城$,沙河口,和平广场$,板楼$,钢混,0.375,3.0,8.0,70.0,平层,0,1,1,0,1,1,0,1,0,1
28,171.0,20491.3,精,83.45,2012.0,2.0,1.0,名仕智慧谷$,高新园区,中海$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,0
24,115.0,25959.4,精,44.3,1995.0,1.0,1.0,39中永青街$,中山,三八南$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,1,0,0,1,0,0
7,78.0,14264.8,精,54.68,2010.0,1.0,1.0,艾维尼小城$,甘井子,生态新城$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,1,1
8,62.0,12434.8,精,49.86,1996.0,2.0,1.0,中青街$,中山,青云街$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,0,1
4,142.0,15334.8,精,92.6,2015.0,3.0,1.0,万科朗润园$,甘井子,魅力之城$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,1,1
24,189.0,18991.2,简,99.52,2001.0,2.0,1.0,东北名苑$,甘井子,大纺$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,1,1
6,213.0,24008.1,毛,88.72,2018.0,2.0,2.0,大连港天下粮仓$,甘井子,鹏辉$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
4,148.0,14495.6,精,102.1,2011.0,3.0,1.0,逸林派$,甘井子,万科假日$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
9,78.9,14895.2,精,52.97,2012.0,1.0,1.0,远洋广场$,甘井子,华南$,塔楼$,钢混,0.21428571428571427,3.0,14.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
22,70.0,11846.3,简,59.09,2000.0,1.0,1.0,天河新苑$,沙河口,阳光月秀$,板楼$,钢混,0.16666666666666666,2.0,12.0,70.0,平层,0,0,1,0,1,0,1,0,0,0
27,66.0,12485.8,精,52.86,2007.0,1.0,1.0,泊林和山$,甘井子,叠翠$,塔楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,1,1
9,70.0,16726.4,简,41.85,1997.0,1.0,1.0,顺发路$,甘井子,大纺$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,0,0
14,79.8,13043.5,精,61.18,1995.0,2.0,1.0,柳河小区$,甘井子,促进路$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,1,0,0,1
5,146.0,25120.4,简,58.12,2011.0,1.0,0.0,金色年华公馆$,沙河口,中山公园$,塔楼$,钢混,0.11428571428571427,4.0,35.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
8,38.0,10439.6,毛,36.4,2009.0,1.0,1.0,林茂小区$,西岗,石道街$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
31,72.0,17151.0,简,41.98,2004.0,1.0,1.0,亲亲家园$,甘井子,西山水库$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,0,0,0,0,1,0
5,71.0,14969.4,精,47.43,1989.0,2.0,1.0,苍山路$,甘井子,山东路$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,1,0,0,0,1
12,85.0,6663.5,精,127.56,2003.0,3.0,1.0,青松南里$,开发区,红梅翠竹$,板楼$,钢混,0.25,2.0,8.0,50.0,平层,0,0,0,0,0,0,0,0,0,0
9,310.0,26300.2,简,117.87,2013.0,3.0,2.0,大华锦绣华城二期$,高新园区,庙岭$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
4,93.0,13907.6,精,66.87,2003.0,2.0,1.0,泡崖美林园$,甘井子,美林园$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,0,1
3,126.0,16919.6,简,74.47,2009.0,2.0,1.0,东特金星公馆$,甘井子,周水子$,塔楼$,钢混,0.3076923076923077,4.0,13.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
0,95.0,12236.0,精,77.64,2012.0,2.0,1.0,红星海五期岚谷$,开发区,红星海$,板楼$,钢混,0.3333333333333333,1.0,3.0,50.0,平层,1,0,1,0,1,1,1,0,1,1
19,84.0,9320.9,精,90.12,2009.0,2.0,1.0,悦泰山里$,金州,古城汇金$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,0,0
15,43.0,8431.4,精,51.0,2002.0,1.0,1.0,振富公寓（胜利桥北商圈）$,西岗,胜利桥北$,板楼$,钢混,0.16666666666666666,3.0,18.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
18,200.0,37397.2,简,53.48,1995.0,2.0,1.0,九中洛川街$,中山,中山友好$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
45,55.8,13292.0,简,41.98,1995.0,1.0,1.0,马栏小学南$,沙河口,马栏$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,0,0,0,1,1
13,71.8,14368.6,精,49.97,1999.0,2.0,1.0,马栏小学北$,沙河口,马栏$,板楼$,混合,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
30,105.0,27962.7,精,37.55,2004.0,2.0,1.0,金宸国际$,西岗,英华街$,板楼$,钢混,0.16,4.0,25.0,70.0,复式,0,1,1,0,0,1,0,0,0,1
5,107.0,14428.3,精,74.16,2003.0,2.0,1.0,泡崖美林园$,甘井子,美林园$,板楼$,钢,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
15,128.0,14065.9,精,91.0,2008.0,2.0,2.0,今都小区$,甘井子,华东$,板塔结合$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,1,0
9,370.0,27158.0,精,136.24,2010.0,3.0,2.0,东方圣克拉一期$,高新园区,庙岭$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
20,125.0,28376.8,简,44.05,2003.0,1.0,0.0,花香维也纳$,中山,三八南$,塔楼$,框架,0.125,2.0,16.0,70.0,平层,0,1,1,0,1,1,0,0,0,0
27,169.8,20981.1,毛,80.93,2016.0,2.0,1.0,华润置地广场三期$,甘井子,华南$,板楼$,钢混,0.5,3.0,6.0,70.0,平层,0,1,1,0,0,1,0,0,0,0
38,62.9,9676.9,简,65.0,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,1,1,1,0,0,0,0
8,56.0,8750.0,精,64.0,2000.0,2.0,1.0,岗松里小区$,开发区,东山$,板楼$,砖混,0.3333333333333333,1.0,3.0,0.0,平层,0,0,1,1,1,1,0,0,0,1
26,114.8,12278.1,精,93.5,2002.0,3.0,2.0,锦泉源B5区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,1,1,1,0,0,0,0
9,252.0,19442.9,精,129.61,2006.0,3.0,2.0,阳光月秀$,沙河口,阳光月秀$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
13,47.0,12169.9,简,38.62,1989.0,1.0,1.0,长春路（石道街商圈）$,西岗,石道街$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,0,1
14,99.5,11468.4,精,86.76,2000.0,3.0,2.0,绿波小区$,沙河口,绿波$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,0,0,1
42,76.5,18635.8,简,41.05,2012.0,1.0,1.0,润泽园$,甘井子,泉水美域盛景$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,1,0,1,0,0,1,1
4,74.0,9460.5,简,78.22,2004.0,2.0,2.0,恒达花园$,金州,金华$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,暂无数据,0,0,0,0,0,0,0,0,0,0
2,79.8,7823.5,精,102.0,2012.0,3.0,2.0,金海国际花园$,金州,金华$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
10,148.0,20664.6,精,71.62,2006.0,2.0,1.0,福典人家$,甘井子,锦华$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
2,25.0,6580.7,简,37.99,1999.0,1.0,1.0,金元小区$,金州,金润$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
7,80.0,14101.9,精,56.73,1990.0,2.0,1.0,孙家沟$,沙河口,孙家沟$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,1,0,1,0,1
8,66.8,12345.2,简,54.11,1989.0,2.0,1.0,苍山路$,甘井子,山东路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,1
3,138.0,13502.9,毛,102.2,1996.0,3.0,1.0,河沿巷$,西岗,八一路$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,1
19,235.0,26986.7,简,87.08,1990.0,3.0,1.0,34中三元街$,西岗,唐山街$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
24,73.0,9526.3,精,76.63,2011.0,2.0,2.0,名城和顺人家$,开发区,杏花里$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
12,269.0,24815.5,精,108.4,2007.0,2.0,1.0,壹品星海三期$,沙河口,星海广场$,塔楼$,钢混,0.5,3.0,6.0,70.0,平层,0,1,1,0,0,1,0,0,1,1
8,81.0,8610.6,精,94.07,1998.0,2.0,1.0,绿波B区$,沙河口,春柳$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
2,81.0,12427.1,精,65.18,2000.0,2.0,2.0,叠翠山庄$,甘井子,叠翠$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,1
7,79.0,16004.9,精,49.36,2007.0,1.0,0.0,百年汇$,沙河口,星海广场$,板楼$,钢混,0.1,2.0,20.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
33,72.0,13003.4,简,55.37,2004.0,2.0,1.0,迎客石广场（锦绣商圈）$,甘井子,锦绣$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
11,92.0,14245.9,精,64.58,2007.0,2.0,1.0,锦泉源D3区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,0,0,1,0
8,120.0,14010.5,精,85.65,2013.0,2.0,2.0,岭秀滨城悦和中园$,甘井子,生态新城$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
12,205.0,20918.4,精,98.0,2008.0,2.0,2.0,壹品漫谷$,高新园区,凌水$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,1,1,1,1
15,425.0,19883.0,精,213.75,2012.0,6.0,2.0,卡纳意乡$,中山,景山$,板楼$,框架,1.0,1.0,1.0,70.0,跃层,0,0,1,0,0,0,0,0,1,0
25,189.0,19894.7,简,95.0,1997.0,2.0,2.0,新华公寓$,西岗,太原街$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,0,0
5,158.0,23028.7,毛,68.61,2012.0,2.0,1.0,大华锦绣华城三期$,高新园区,庙岭$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,1,1,0,0,0,1
